timestamp_ms,task_name,run_count,exec_time_ms,period_ms,priority,deadline_met,jitter_ms,cpu_percent,confidence,entropy
184775009.94,T_sched_monitor,140,4.237,40.00,90,1,0.007,6.3,,
184775046.19,T_capture,57,0.016,100.00,70,1,0.242,7.1,,
184775051.68,T_sched_monitor,141,5.855,40.00,90,1,0.018,10.0,,
184775052.12,T_actuate,113,6.170,50.00,70,1,0.008,6.5,,
184775101.82,T_sched_monitor,142,15.790,40.00,90,1,0.013,8.8,,
184775102.53,T_actuate,114,6.246,50.00,70,1,0.010,8.6,,
184775135.77,T_sched_monitor,143,9.864,40.00,90,1,0.018,11.1,,
184775146.21,T_capture,58,0.017,100.00,70,1,0.366,8.8,,
184775149.81,T_sensor_check,39,3.882,150.00,20,1,0.003,7.7,,
184775151.97,T_actuate,115,5.761,50.00,70,1,0.011,7.7,,
184775168.66,T_sched_monitor,144,2.777,40.00,90,1,0.012,5.6,,
184775189.29,T_infer,26,18.463,250.00,20,1,0.007,8.5,,
184775201.24,T_actuate,116,4.784,50.00,70,1,0.008,9.1,,
184775205.65,T_sched_monitor,145,0.206,40.00,90,1,0.008,11.4,,
184775245.57,T_capture,59,0.016,100.00,70,1,0.011,12.3,,
184775246.22,T_actuate,117,0.005,50.00,70,1,0.099,17.4,,
184775260.16,T_sched_monitor,146,13.937,40.00,90,1,0.364,14.0,,
184775293.61,T_sched_monitor,147,7.503,40.00,90,1,0.015,0.0,,
184775298.58,T_sensor_check,40,2.607,150.00,20,1,0.003,8.0,,
184775310.04,T_actuate,118,13.721,50.00,70,1,0.009,1.2,,
184775335.13,T_sched_monitor,148,9.418,40.00,90,1,0.012,7.8,,
184775345.56,T_capture,60,0.018,100.00,70,1,0.009,4.7,,
184775351.74,T_actuate,119,5.396,50.00,70,1,0.070,11.1,,
184775368.03,T_sched_monitor,149,2.319,40.00,90,1,0.010,17.1,,
184775409.84,T_sched_monitor,150,4.177,40.00,90,1,0.009,3.6,,
184775410.03,T_actuate,120,14.240,50.00,70,1,0.013,8.3,,
184775439.52,T_infer,27,18.653,250.00,20,1,0.010,7.5,,
184775445.70,T_capture,61,0.020,100.00,70,1,0.011,6.2,,
184775446.29,T_sched_monitor,151,0.215,40.00,90,1,0.463,2.3,,
184775446.75,T_actuate,121,0.593,50.00,70,1,0.127,2.9,,
184775448.72,T_sensor_check,41,2.244,150.00,20,1,0.546,7.5,,
184775502.03,T_sched_monitor,152,15.582,40.00,90,1,0.012,17.7,,
184775502.67,T_actuate,122,6.449,50.00,70,1,0.010,28.9,,
184775543.22,T_sched_monitor,153,17.303,40.00,90,1,0.013,0.0,,
184775545.56,T_capture,62,0.018,100.00,70,1,0.008,11.8,,
184775551.98,T_actuate,123,5.944,50.00,70,1,0.003,0.0,,
184775568.13,T_sched_monitor,154,2.328,40.00,90,1,0.010,0.0,,
184775600.01,T_sensor_check,42,4.141,150.00,20,1,0.007,8.6,,
184775601.62,T_actuate,124,5.553,50.00,70,1,0.012,2.5,,
184775610.09,T_sched_monitor,155,4.312,40.00,90,1,0.005,5.2,,
184775645.64,T_capture,63,0.019,100.00,70,1,0.060,3.1,,
184775651.64,T_actuate,125,5.515,50.00,70,1,0.044,4.1,,
184775651.96,T_sched_monitor,156,6.327,40.00,90,1,0.013,1.6,,
184775689.33,T_infer,28,18.448,250.00,20,1,0.011,5.6,,
184775689.55,T_sched_monitor,157,4.147,40.00,90,1,0.014,4.3,,
184775695.73,T_actuate,126,0.007,50.00,70,1,0.007,4.2,,
184775735.35,T_sched_monitor,158,9.243,40.00,90,1,0.011,27.4,,
184775746.33,T_capture,64,0.013,100.00,70,1,0.424,13.3,,
184775748.54,T_sensor_check,43,2.503,150.00,20,1,0.010,9.1,,
184775751.45,T_actuate,127,5.308,50.00,70,1,0.204,21.2,,
184775777.94,T_sched_monitor,159,10.804,40.00,90,1,0.008,0.0,,
184775801.94,T_actuate,128,5.612,50.00,70,1,0.012,1.6,,
184775809.91,T_sched_monitor,160,3.911,40.00,90,1,0.007,2.6,,
184775845.57,T_capture,65,0.017,100.00,70,1,0.011,5.1,,
184775851.32,T_sched_monitor,161,5.397,40.00,90,1,0.261,12.2,,
184775851.56,T_actuate,129,5.697,50.00,70,1,0.002,11.1,,
184775901.53,T_actuate,130,5.006,50.00,70,1,0.211,3.0,,
184775902.12,T_sched_monitor,162,16.248,40.00,90,1,0.018,3.0,,
184775902.60,T_sensor_check,44,6.350,150.00,20,1,0.013,4.3,,
184775933.48,T_sched_monitor,163,7.813,40.00,90,1,0.012,3.8,,
184775939.62,T_infer,29,18.797,250.00,20,1,0.012,9.3,,
184775945.55,T_capture,66,0.013,100.00,70,1,0.008,3.4,,
184775952.83,T_actuate,131,6.570,50.00,70,1,0.054,4.1,,
184775965.73,T_sched_monitor,164,0.265,40.00,90,1,0.015,4.3,,
184775995.74,T_actuate,132,0.008,50.00,70,1,0.010,10.0,,
184776018.12,T_sched_monitor,165,11.740,40.00,90,1,0.009,6.9,,
184776045.84,T_capture,67,0.012,100.00,70,1,0.258,5.7,,
184776048.10,T_sensor_check,45,2.163,150.00,20,1,0.091,6.0,,
184776050.75,T_sched_monitor,166,4.616,40.00,90,1,0.351,6.5,,
184776051.24,T_actuate,133,5.155,50.00,70,1,0.011,3.1,,
184776101.59,T_sched_monitor,167,15.629,40.00,90,1,0.016,5.6,,
184776102.11,T_actuate,134,6.019,50.00,70,1,0.011,5.8,,
184776135.64,T_sched_monitor,168,9.548,40.00,90,1,0.015,13.5,,
184776145.67,T_capture,68,0.025,100.00,70,1,0.011,9.5,,
184776151.73,T_actuate,135,5.218,50.00,70,1,0.078,14.3,,
184776168.16,T_sched_monitor,169,2.156,40.00,90,1,0.012,11.1,,
184776191.12,T_infer,30,20.189,250.00,20,1,0.008,7.0,,
184776198.21,T_sensor_check,46,2.281,150.00,20,1,0.004,7.5,,
184776202.03,T_actuate,136,5.305,50.00,70,1,0.010,4.7,,
184776205.83,T_sched_monitor,170,0.142,40.00,90,1,0.006,2.6,,
184776245.62,T_capture,69,0.014,100.00,70,1,0.004,6.1,,
184776245.79,T_actuate,137,0.007,50.00,70,1,0.030,7.3,,
184776251.62,T_sched_monitor,171,5.669,40.00,90,1,0.014,13.6,,
184776301.84,T_sched_monitor,172,15.725,40.00,90,1,0.016,0.0,,
184776302.24,T_actuate,138,6.290,50.00,70,1,0.012,0.0,,
184776335.46,T_sched_monitor,173,9.375,40.00,90,1,0.016,9.4,,
184776345.59,T_capture,70,0.021,100.00,70,1,0.011,5.2,,
184776351.52,T_sensor_check,47,5.060,150.00,20,1,0.003,5.8,,
184776352.25,T_actuate,139,5.836,50.00,70,1,0.107,14.9,,
184776368.14,T_sched_monitor,174,2.288,40.00,90,1,0.012,20.0,,
184776401.80,T_actuate,140,5.654,50.00,70,1,0.012,6.8,,
184776410.21,T_sched_monitor,175,4.438,40.00,90,1,0.007,4.1,,
184776439.53,T_infer,31,18.712,250.00,20,1,0.008,5.8,,
184776445.59,T_sched_monitor,176,0.176,40.00,90,1,0.009,3.8,,
184776445.84,T_capture,71,0.009,100.00,70,1,0.177,6.1,,
184776446.30,T_actuate,141,0.006,50.00,70,1,0.237,6.7,,
184776492.58,T_sched_monitor,177,7.025,40.00,90,1,0.010,13.0,,
184776498.43,T_sensor_check,48,2.558,150.00,20,1,0.002,8.4,,
184776509.62,T_actuate,142,13.462,50.00,70,1,0.005,9.0,,
184776534.84,T_sched_monitor,178,9.073,40.00,90,1,0.014,0.0,,
184776546.13,T_capture,72,0.020,100.00,70,1,0.262,6.5,,
184776551.39,T_actuate,143,5.219,50.00,70,1,0.011,2.4,,
184776577.53,T_sched_monitor,179,11.327,40.00,90,1,0.013,3.7,,
184776601.46,T_actuate,144,5.504,50.00,70,1,0.010,9.3,,
184776609.96,T_sched_monitor,180,4.286,40.00,90,1,0.006,11.9,,
184776645.63,T_capture,73,0.027,100.00,70,1,0.017,5.8,,
184776648.68,T_sensor_check,49,2.674,150.00,20,1,0.035,4.3,,
184776651.96,T_actuate,145,5.634,50.00,70,1,0.209,2.9,,
184776652.33,T_sched_monitor,181,6.233,40.00,90,1,0.429,1.8,,
184776689.23,T_infer,32,18.408,250.00,20,1,0.010,4.6,,
184776689.43,T_sched_monitor,182,4.034,40.00,90,1,0.013,1.6,,
184776700.16,T_actuate,146,4.247,50.00,70,1,0.005,1.5,,
184776735.88,T_sched_monitor,183,9.838,40.00,90,1,0.013,10.0,,
184776745.89,T_capture,74,0.014,100.00,70,1,0.255,3.7,,
184776751.44,T_actuate,147,5.064,50.00,70,1,0.010,6.9,,
184776768.14,T_sched_monitor,184,2.068,40.00,90,1,0.017,0.0,,
184776801.19,T_sensor_check,50,4.994,150.00,20,1,0.028,2.8,,
184776801.91,T_actuate,148,5.601,50.00,70,1,0.014,0.0,,
184776810.12,T_sched_monitor,185,4.223,40.00,90,1,0.007,0.0,,
184776846.47,T_capture,75,0.020,100.00,70,1,0.260,7.7,,
184776859.82,T_actuate,149,13.723,50.00,70,1,0.009,20.2,,
184776860.29,T_sched_monitor,186,14.525,40.00,90,1,0.016,20.5,,
184776893.24,T_sched_monitor,187,7.036,40.00,90,1,0.017,0.0,,
184776910.15,T_actuate,150,13.581,50.00,70,1,0.008,1.7,,
184776935.89,T_sched_monitor,188,9.674,40.00,90,1,0.011,2.3,,
184776939.60,T_infer,33,18.635,240.00,20,1,0.013,8.9,,
184776946.53,T_capture,76,0.015,100.00,70,1,0.442,9.6,,
184776948.84,T_sensor_check,51,2.639,150.00,20,1,0.011,11.6,,
184776952.08,T_actuate,151,5.784,50.00,70,1,0.217,7.7,,
184776965.67,T_sched_monitor,189,0.228,40.00,90,1,0.011,12.5,,
184777001.86,T_actuate,152,5.880,50.00,70,1,0.012,8.7,,
184777009.75,T_sched_monitor,190,3.905,40.00,90,1,0.006,9.1,,
184777045.60,T_capture,77,0.023,100.00,70,1,0.013,6.4,,
184777051.52,T_sched_monitor,191,5.368,40.00,90,1,0.415,4.7,,
184777051.84,T_actuate,153,5.777,50.00,70,1,0.162,4.1,,
184777093.32,T_sched_monitor,192,7.472,40.00,90,1,0.023,3.0,,
184777100.22,T_sensor_check,52,4.203,150.00,70,1,0.007,7.6,,
184777109.57,T_actuate,154,13.301,50.00,70,1,0.006,9.2,,
184777136.16,T_sched_monitor,193,9.751,40.00,90,1,0.013,26.0,,
184777145.63,T_capture,78,0.027,100.00,70,1,0.013,14.3,,
184777159.81,T_actuate,155,13.643,50.00,70,1,0.061,20.0,,
184777168.16,T_sched_monitor,194,2.465,40.00,90,1,0.007,8.0,,
184777179.53,T_infer,34,18.715,210.00,25,1,0.006,8.9,,
184777205.66,T_sched_monitor,195,0.215,40.00,90,1,0.010,1.7,,
184777209.53,T_actuate,156,13.185,50.00,70,1,0.010,1.4,,
184777245.64,T_capture,79,0.021,100.00,70,1,0.013,5.8,,
184777248.30,T_sensor_check,53,2.252,150.00,70,1,0.002,10.5,,
184777251.72,T_actuate,157,5.688,50.00,70,1,0.064,14.3,,
184777252.03,T_sched_monitor,196,6.069,40.00,90,1,0.341,11.8,,
184777293.42,T_sched_monitor,197,7.467,40.00,90,1,0.014,0.0,,
184777300.93,T_actuate,158,4.961,50.00,70,1,0.006,1.8,,
184777333.29,T_sched_monitor,198,7.714,40.00,90,1,0.011,3.6,,
184777346.00,T_capture,80,0.015,100.00,70,1,0.234,5.9,,
184777351.23,T_actuate,159,4.875,50.00,70,1,0.009,7.8,,
184777376.52,T_sched_monitor,199,10.665,40.00,90,1,0.009,100.0,,
184777390.40,T_infer,35,19.555,180.00,30,1,0.008,7.6,,
184777398.47,T_sensor_check,54,2.537,150.00,70,1,0.004,7.1,,
184777401.57,T_actuate,160,5.381,50.00,70,1,0.008,14.3,,
184777405.62,T_sched_monitor,200,0.184,40.00,90,1,0.009,0.0,,
184777445.66,T_capture,81,0.019,100.00,70,1,0.047,9.3,,
184777451.06,T_actuate,161,5.107,50.00,70,1,0.072,8.3,,
184777451.38,T_sched_monitor,201,5.733,40.00,90,1,0.016,8.2,,
184777493.37,T_sched_monitor,202,7.266,40.00,90,1,0.014,19.1,,
184777509.37,T_actuate,162,13.323,50.00,70,1,0.008,10.5,,
184777535.01,T_sched_monitor,203,9.144,40.00,90,1,0.014,1.1,,
184777545.96,T_capture,82,0.013,100.00,70,1,0.230,6.6,,
184777550.73,T_sensor_check,55,4.395,150.00,70,1,0.210,7.0,,
184777557.96,T_actuate,163,11.965,50.00,70,1,0.009,0.0,,
184777569.29,T_infer,36,18.307,150.00,35,1,0.062,6.1,,
184777569.49,T_sched_monitor,204,4.088,40.00,90,1,0.010,0.0,,
184777601.47,T_actuate,164,5.619,50.00,70,1,0.011,8.3,,
184777618.06,T_sched_monitor,205,12.075,40.00,90,1,0.005,12.3,,
184777645.62,T_capture,83,0.011,100.00,70,1,0.005,6.2,,
184777659.16,T_actuate,165,13.237,50.00,70,1,0.006,6.2,,
184777659.37,T_sched_monitor,206,13.852,40.00,90,1,0.010,1.5,,
184777693.26,T_sched_monitor,207,7.519,40.00,90,1,0.035,2.3,,
184777698.60,T_sensor_check,56,2.393,150.00,70,1,0.007,5.2,,
184777701.30,T_actuate,166,5.024,50.00,70,1,0.191,2.2,,
184777719.73,T_infer,37,18.713,120.00,40,1,0.006,6.2,,
184777726.14,T_sched_monitor,208,0.227,40.00,90,1,0.009,12.0,,
184777745.58,T_capture,84,0.012,100.00,70,1,0.009,9.9,,
184777751.09,T_actuate,167,5.204,50.00,70,1,0.002,21.7,,
184777787.40,T_sched_monitor,209,17.649,40.00,90,1,0.010,12.3,,
184777801.21,T_actuate,168,4.945,50.00,70,1,0.009,1.7,,
184777809.48,T_sched_monitor,210,3.815,40.00,90,1,0.006,9.1,,
184777841.28,T_infer,38,20.352,90.00,45,1,0.008,9.6,,
184777845.73,T_sched_monitor,211,0.185,40.00,90,1,0.009,10.2,,
184777846.10,T_capture,85,0.015,100.00,70,1,0.393,6.7,,
184777848.92,T_sensor_check,57,3.023,150.00,70,1,0.007,11.1,,
184777850.05,T_actuate,169,3.724,50.00,70,1,0.133,9.3,,
184777893.21,T_sched_monitor,212,7.292,40.00,90,1,0.021,6.6,,
184777909.53,T_actuate,170,13.086,50.00,70,1,0.007,9.3,,
184777929.13,T_infer,39,18.243,60.00,50,1,0.013,9.1,,
184777929.31,T_sched_monitor,213,3.921,40.00,90,1,0.011,7.3,,
184777945.75,T_capture,86,0.008,100.00,70,1,0.229,7.6,,
184777951.04,T_actuate,171,5.063,50.00,70,1,0.009,5.1,,
184777976.63,T_sched_monitor,214,10.434,40.00,90,1,0.012,7.7,,
184777991.72,T_infer,40,19.981,50.00,55,1,0.531,9.1,,
184777999.68,T_sensor_check,58,3.811,150.00,70,1,0.003,8.0,,
184778001.12,T_actuate,172,5.201,50.00,70,1,0.008,8.1,,
184778005.70,T_sched_monitor,215,0.124,40.00,90,1,0.007,8.9,,
184778039.16,T_infer,41,18.331,50.00,60,1,0.009,2.2,,
184778045.57,T_sched_monitor,216,0.100,40.00,90,1,0.006,2.3,,
184778045.73,T_capture,87,0.005,100.00,70,1,0.134,5.6,,
184778051.04,T_actuate,173,4.979,50.00,70,1,0.110,3.9,,
184778089.81,T_infer,42,18.866,50.00,65,1,0.009,1.9,,
184778090.02,T_sched_monitor,217,4.621,40.00,90,1,0.012,2.2,,
184778101.21,T_actuate,174,5.073,50.00,70,1,0.008,5.4,,
184778134.70,T_sched_monitor,218,8.804,40.00,90,1,0.006,10.9,,
184778140.88,T_infer,43,20.017,50.00,70,1,0.009,9.5,,
184778145.58,T_capture,88,0.017,100.00,70,1,0.011,6.4,,
184778148.68,T_sensor_check,59,2.655,150.00,70,1,0.004,5.1,,
184778151.36,T_actuate,175,5.030,50.00,70,1,0.101,6.4,,
184778165.57,T_sched_monitor,219,0.157,40.00,90,1,0.009,2.9,,
184778191.80,T_infer,44,20.936,50.00,70,1,0.008,4.2,,
184778201.51,T_actuate,176,5.328,50.00,70,1,0.007,3.2,,
184778205.50,T_sched_monitor,220,0.117,40.00,90,1,0.005,3.1,,
184778246.11,T_capture,89,0.020,100.00,70,1,0.248,6.2,,
184778251.69,T_actuate,177,5.453,50.00,70,1,0.008,7.7,,
184778251.98,T_sched_monitor,221,6.385,40.00,90,1,0.013,7.8,,
184778264.54,T_infer,45,43.731,50.00,70,1,0.011,5.3,,
184778285.54,T_sched_monitor,222,0.134,40.00,90,1,0.008,0.0,,
184778298.32,T_sensor_check,60,2.320,150.00,70,1,0.008,3.9,,
184778300.99,T_actuate,178,4.791,50.00,70,1,0.185,0.0,,
184778301.25,T_infer,46,30.309,50.00,70,1,0.007,0.0,,
184778334.77,T_sched_monitor,223,8.972,40.00,90,1,0.006,2.7,,
184778346.26,T_capture,90,0.018,100.00,70,1,0.246,3.5,,
184778350.94,T_actuate,179,4.803,50.00,70,1,0.009,7.2,,
184778365.53,T_infer,47,44.679,50.00,70,1,0.009,10.6,,
184778366.10,T_sched_monitor,224,0.368,40.00,90,1,0.010,23.3,,
184778401.16,T_actuate,180,5.073,50.00,70,1,0.012,16.0,,
184778403.28,T_infer,48,32.350,50.00,70,1,0.006,11.8,,
184778409.35,T_sched_monitor,225,3.730,40.00,90,1,0.005,14.6,,
184778445.71,T_capture,91,0.027,100.00,70,1,0.008,9.2,,
184778448.84,T_sensor_check,61,2.670,150.00,70,1,0.093,8.2,,
184778451.27,T_actuate,181,5.067,50.00,70,1,0.199,4.5,,
184778451.45,T_sched_monitor,226,5.985,40.00,90,1,0.014,1.7,,
184778464.80,T_infer,49,43.966,50.00,70,1,0.010,3.7,,
184778486.24,T_sched_monitor,227,0.183,40.00,90,1,0.011,24.4,,
184778501.04,T_actuate,182,4.829,50.00,70,1,0.010,16.9,,
184778501.71,T_infer,50,30.349,50.00,70,1,0.008,21.6,,
184778533.77,T_sched_monitor,228,7.763,40.00,90,1,0.005,1.4,,
184778545.59,T_capture,92,0.029,100.00,70,1,0.009,8.7,,
184778559.31,T_actuate,183,13.163,50.00,70,1,0.003,3.0,,
184778564.24,T_infer,51,43.220,50.00,70,1,0.013,5.3,,
184778565.63,T_sched_monitor,229,0.197,40.00,90,1,0.009,11.1,,
184778598.10,T_sensor_check,62,2.221,150.00,70,1,0.002,10.7,,
184778609.14,T_infer,52,38.008,50.00,70,1,0.009,8.9,,
184778609.58,T_actuate,184,13.515,50.00,70,1,0.011,12.3,,
184778610.04,T_sched_monitor,230,4.266,40.00,90,1,0.005,14.5,,
184778645.64,T_capture,93,0.027,100.00,70,1,0.013,11.1,,
184778651.21,T_sched_monitor,231,4.912,40.00,90,1,0.337,3.4,,
184778651.38,T_actuate,185,5.551,50.00,70,1,0.070,7.6,,
184778664.18,T_infer,53,43.282,50.00,70,1,0.008,10.8,,
184778686.24,T_sched_monitor,232,0.373,40.00,90,1,0.013,9.5,,
184778701.12,T_actuate,186,5.018,50.00,70,1,0.009,8.3,,
184778709.88,T_infer,54,38.319,50.00,70,1,0.008,2.6,,
184778734.75,T_sched_monitor,233,8.696,40.00,90,1,0.006,3.4,,
184778745.64,T_capture,94,0.021,100.00,70,1,0.010,6.2,,
184778749.17,T_sensor_check,63,3.194,150.00,70,1,0.002,6.7,,
184778750.82,T_actuate,187,4.796,50.00,70,1,0.040,6.8,,
184778765.55,T_infer,55,44.673,50.00,70,1,0.010,6.8,,
184778766.32,T_sched_monitor,234,0.411,40.00,90,1,0.010,19.0,,
184778810.30,T_sched_monitor,235,4.501,40.00,90,1,0.006,4.2,,
184778810.54,T_infer,56,39.596,50.00,70,1,0.008,5.7,,
184778810.67,T_actuate,188,14.913,50.00,70,1,0.009,4.9,,
184778845.75,T_capture,95,0.023,100.00,70,1,0.052,5.7,,
184778860.08,T_actuate,189,13.223,50.00,70,1,0.139,3.5,,
184778861.05,T_sched_monitor,236,14.803,40.00,90,1,0.011,10.8,,
184778864.45,T_infer,57,43.405,50.00,70,1,0.007,9.9,,
184778885.73,T_sched_monitor,237,0.106,40.00,90,1,0.008,0.0,,
184778898.58,T_sensor_check,64,2.296,150.00,70,1,0.009,7.5,,
184778909.32,T_actuate,190,12.981,50.00,70,1,0.191,11.6,,
184778909.64,T_infer,58,38.656,50.00,70,1,0.008,5.5,,
184778934.70,T_sched_monitor,238,8.798,40.00,90,1,0.030,5.9,,
184778945.87,T_capture,96,0.023,100.00,70,1,0.244,6.8,,
184778951.50,T_actuate,191,5.235,50.00,70,1,0.011,0.0,,
184778965.58,T_infer,59,44.688,50.00,70,1,0.008,0.0,,
184778966.64,T_sched_monitor,239,0.450,40.00,90,1,0.011,0.0,,
184779009.06,T_sched_monitor,240,3.276,40.00,90,1,0.010,11.6,,
184779009.65,T_actuate,192,13.438,50.00,70,1,0.011,9.6,,
184779010.20,T_infer,60,38.950,50.00,70,1,0.008,11.4,,
184779045.54,T_capture,97,0.016,100.00,70,1,0.008,8.2,,
184779048.53,T_sensor_check,65,2.666,150.00,70,1,0.002,7.5,,
184779050.89,T_sched_monitor,241,4.676,40.00,90,1,0.464,7.5,,
184779051.18,T_actuate,193,5.282,50.00,70,1,0.005,7.8,,
184779064.84,T_infer,61,43.106,50.00,70,1,0.010,17.1,,
184779086.20,T_sched_monitor,242,0.198,40.00,90,1,0.013,35.1,,
184779101.09,T_actuate,194,4.799,50.00,70,1,0.100,32.4,,
184779108.96,T_infer,62,37.866,50.00,70,1,0.009,26.4,,
184779134.73,T_sched_monitor,243,8.811,40.00,90,1,0.007,25.0,,
184779145.76,T_capture,98,0.012,100.00,70,1,0.232,25.0,,
184779159.19,T_actuate,195,12.890,50.00,70,1,0.009,14.8,,
184779165.47,T_infer,63,44.665,50.00,70,1,0.009,15.0,,
184779165.64,T_sched_monitor,244,0.254,40.00,90,1,0.007,6.5,,
184779200.80,T_sensor_check,66,4.125,150.00,70,1,0.010,20.2,,
184779201.16,T_actuate,196,4.938,50.00,70,1,0.262,6.7,,
184779203.20,T_infer,64,32.386,50.00,70,1,0.009,8.2,,
184779208.93,T_sched_monitor,245,3.365,40.00,90,1,0.005,9.1,,
184779246.13,T_capture,99,0.018,100.00,70,1,0.238,16.2,,
184779251.38,T_actuate,197,5.241,50.00,70,1,0.007,21.4,,
184779251.68,T_sched_monitor,246,6.067,40.00,90,1,0.012,21.3,,
184779264.79,T_infer,65,43.830,50.00,70,1,0.062,18.3,,
184779286.10,T_sched_monitor,247,0.192,40.00,90,1,0.012,0.0,,
184779299.88,T_actuate,198,3.646,50.00,70,1,0.012,3.7,,
184779317.41,T_infer,66,46.143,50.00,70,1,0.010,2.5,,
184779334.60,T_sched_monitor,248,8.696,40.00,90,1,0.006,2.7,,
184779345.98,T_capture,100,0.026,100.00,70,1,0.266,3.0,,
184779348.55,T_sensor_check,67,2.471,150.00,70,1,0.229,8.4,,
184779359.11,T_actuate,199,13.046,50.00,70,1,0.009,2.9,,
184779364.52,T_infer,67,43.546,50.00,70,1,0.173,7.3,,
184779365.53,T_sched_monitor,249,0.146,40.00,90,1,0.004,15.8,,
184779400.83,T_actuate,200,4.512,50.00,70,1,0.011,15.7,,
184779417.87,T_sched_monitor,250,11.762,40.00,90,1,0.005,21.4,,
184779418.28,T_infer,68,47.278,50.00,70,1,0.010,21.4,,
184779446.08,T_capture,101,0.020,100.00,70,1,0.266,9.9,,
184779451.07,T_sched_monitor,251,5.010,40.00,90,1,0.356,0.0,,
184779451.44,T_actuate,201,5.471,50.00,70,1,0.013,4.4,,
184779464.79,T_infer,69,43.955,50.00,70,1,0.005,0.0,,
184779485.89,T_sched_monitor,252,0.240,40.00,90,1,0.018,16.7,,
184779499.21,T_sensor_check,68,2.547,150.00,70,1,0.011,10.4,,
184779499.85,T_actuate,202,3.423,50.00,70,1,0.197,12.2,,
184779517.68,T_infer,70,45.762,50.00,70,1,0.009,14.7,,
184779534.80,T_sched_monitor,253,8.935,40.00,90,1,0.009,20.0,,
184779545.84,T_capture,102,0.015,100.00,70,1,0.225,9.7,,
184779550.85,T_actuate,203,4.722,50.00,70,1,0.008,7.7,,
184779564.49,T_infer,71,43.626,50.00,70,1,0.009,1.7,,
184779565.54,T_sched_monitor,254,0.145,40.00,90,1,0.005,0.0,,
184779600.74,T_actuate,204,4.807,50.00,70,1,0.009,12.8,,
184779617.32,T_infer,72,45.383,50.00,70,1,0.010,16.4,,
184779617.68,T_sched_monitor,255,12.063,40.00,90,1,0.005,15.5,,
184779645.62,T_capture,103,0.021,100.00,70,1,0.003,13.5,,
184779648.44,T_sensor_check,69,2.478,150.00,70,1,0.004,11.4,,
184779651.02,T_actuate,205,4.523,50.00,70,1,0.175,12.9,,
184779651.41,T_sched_monitor,256,5.721,40.00,90,1,0.013,10.0,,
184779664.40,T_infer,73,42.791,50.00,70,1,0.808,8.9,,
184779686.28,T_sched_monitor,257,0.278,40.00,90,1,0.015,3.0,,
184779701.31,T_actuate,206,4.980,50.00,70,1,0.014,8.3,,
184779717.82,T_infer,74,46.168,50.00,70,1,0.010,10.0,,
184779735.48,T_sched_monitor,258,9.179,40.00,90,1,0.006,8.4,,
184779746.33,T_capture,104,0.038,100.00,70,1,0.015,6.9,,
184779751.35,T_actuate,207,4.385,50.00,70,1,0.816,8.4,,
184779765.55,T_infer,75,44.659,50.00,70,1,0.007,7.5,,
184779766.41,T_sched_monitor,259,0.368,40.00,90,1,0.007,19.4,,
184779798.34,T_sensor_check,70,2.304,150.00,70,1,0.003,8.2,,
184779808.31,T_sched_monitor,260,2.130,40.00,90,1,0.011,4.7,,
184779809.33,T_infer,76,37.650,50.00,70,1,0.009,8.9,,
184779810.52,T_actuate,208,13.716,50.00,70,1,0.012,7.2,,
184779845.59,T_capture,105,0.016,100.00,70,1,0.009,21.0,,
184779850.54,T_actuate,209,4.590,50.00,70,1,0.004,46.7,,
184779850.72,T_sched_monitor,261,4.897,40.00,90,1,0.328,40.0,,
184779864.25,T_infer,77,43.435,50.00,70,1,0.009,38.6,,
184779886.10,T_sched_monitor,262,0.176,40.00,90,1,0.010,11.7,,
184779901.06,T_actuate,210,4.867,50.00,70,1,0.010,10.5,,
184779909.24,T_infer,78,37.851,50.00,70,1,0.008,7.1,,
184779935.19,T_sched_monitor,263,9.174,40.00,90,1,0.005,7.9,,
184779945.56,T_capture,106,0.022,100.00,70,1,0.008,9.8,,
184779951.02,T_sensor_check,71,4.627,150.00,70,1,0.006,14.7,,
184779951.57,T_actuate,211,5.436,50.00,70,1,0.003,9.5,,
184779965.54,T_infer,79,44.677,50.00,70,1,0.010,14.3,,
184779965.78,T_sched_monitor,264,0.377,40.00,90,1,0.009,13.3,,
184780002.35,T_infer,80,30.216,50.00,70,1,0.010,35.3,,
184780003.33,T_actuate,212,6.814,50.00,70,1,0.017,30.2,,
184780018.36,T_sched_monitor,265,10.921,40.00,90,1,0.065,37.2,,
184780045.82,T_capture,107,0.018,100.00,70,1,0.009,33.1,,
184780059.42,T_actuate,213,12.725,50.00,70,1,0.222,33.3,,
184780060.11,T_sched_monitor,266,13.579,40.00,90,1,0.540,27.3,,
184780064.35,T_infer,81,43.562,50.00,70,1,0.015,29.4,,
184780086.38,T_sched_monitor,267,0.139,40.00,90,1,0.008,0.0,,
184780098.61,T_sensor_check,72,2.515,150.00,70,1,0.006,24.0,,
184780099.76,T_actuate,214,3.772,50.00,70,1,0.009,5.1,,
184780103.59,T_infer,82,32.294,50.00,70,1,0.132,4.8,,
184780134.79,T_sched_monitor,268,8.919,40.00,90,1,0.007,15.7,,
184780145.58,T_capture,108,0.031,100.00,70,1,0.010,9.2,,
184780151.32,T_actuate,215,5.187,50.00,70,1,0.004,9.1,,
184780165.67,T_infer,83,44.708,50.00,70,1,0.010,8.1,,
184780166.76,T_sched_monitor,269,0.588,40.00,90,1,0.012,0.0,,
